Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
fdu44,12.15,regular,0.058414678,fruits and vegetables,163.4552,out035,2004,small,tier 2,supermarket type1,974.7312
fdl43,10.1,low fat,0.027106459,meat,75.367,out049,1999,medium,tier 1,supermarket type1,535.969
fdf05,17.5,low fat,0.027022882999999998,frozen foods,262.491,out017,2007,medium,tier 2,supermarket type1,5259.82
drf15,12.857645184135976,low fat,0.058153409,dairy,152.034,out019,1985,small,tier 1,grocery store,306.268
fdl20,17.1,low fat,0.128937661,fruits and vegetables,112.3886,out018,2009,medium,tier 3,supermarket type2,1779.0176
fdv32,7.785,low fat,0.088846306,fruits and vegetables,61.451,out049,1999,medium,tier 1,supermarket type1,759.012
fdj34,11.8,regular,0.09357779,snack foods,125.9704,out013,1987,high,tier 3,supermarket type1,1877.556
fdg08,13.15,regular,0.165694678,fruits and vegetables,171.8764,out045,2002,medium,tier 2,supermarket type1,3779.0808
fdq04,12.857645184135976,low fat,0.148392623,frozen foods,41.5796,out019,1985,small,tier 1,grocery store,41.2796
fdw13,8.5,low fat,0.098438394,canned,51.1324,out017,2007,medium,tier 2,supermarket type1,259.66200000000003
nci17,8.645,low fat,0.143303291,health and hygiene,96.34100000000001,out013,1987,high,tier 3,supermarket type1,193.082
fdy03,17.6,regular,0.076276208,meat,110.9202,out045,2002,medium,tier 2,supermarket type1,1687.8029999999999
fds12,9.1,low fat,0.175103435,baking goods,127.5362,out017,2007,medium,tier 2,supermarket type1,4655.9394
fdj55,12.8,regular,0.023511371,meat,225.9404,out013,1987,high,tier 3,supermarket type1,4950.8888
drk01,7.63,low fat,0.06105276,soft drinks,95.4436,out035,2004,small,tier 2,supermarket type1,1418.154
fdg28,9.285,regular,0.049559042000000005,frozen foods,246.4144,out017,2007,medium,tier 2,supermarket type1,1225.072
fdy38,13.6,regular,0.119418124,dairy,231.03,out045,2002,medium,tier 2,supermarket type1,5359.69
fdn01,8.895,low fat,0.072545601,breakfast,176.237,out045,2002,medium,tier 2,supermarket type1,1764.37
ncr54,16.35,low fat,0.090486828,household,195.21099999999998,out013,1987,high,tier 3,supermarket type1,2553.343
fdg29,17.6,low fat,0.056245075,frozen foods,43.3454,out013,1987,high,tier 3,supermarket type1,1006.6896
fdg24,7.975,low fat,0.014618973,baking goods,85.225,out013,1987,high,tier 3,supermarket type1,1081.925
fdg59,15.85,low fat,0.04347912599999999,starchy foods,36.7164,out017,2007,medium,tier 2,supermarket type1,308.9312
fdm28,15.7,low fat,0.045166237000000005,frozen foods,178.666,out013,1987,high,tier 3,supermarket type1,2516.724
fdw04,8.985,regular,0.057827101,frozen foods,128.83100000000002,out046,1997,small,tier 1,supermarket type1,1428.141
fds26,20.35,low fat,0.089394766,dairy,260.1594,out013,1987,high,tier 3,supermarket type1,2093.2752
fdq56,6.59,low fat,0.10550944,fruits and vegetables,85.6908,out013,1987,high,tier 3,supermarket type1,1929.4884
fdk51,19.85,low fat,0.005234153,dairy,264.0884,out035,2004,small,tier 2,supermarket type1,5829.7448
fdl22,16.85,low fat,0.036390174,snack foods,91.4488,out046,1997,small,tier 1,supermarket type1,2082.6224
fdh19,12.857645184135976,low fat,0.03292824,meat,173.1738,out027,1985,medium,tier 3,supermarket type3,7298.4996
fdy55,16.75,low fat,0.081252534,fruits and vegetables,256.4988,out013,1987,high,tier 3,supermarket type1,7452.9652
fdy03,17.6,regular,0.076552407,meat,110.5202,out017,2007,medium,tier 2,supermarket type1,450.0808
fdk21,7.905,low fat,0.016758568999999997,snack foods,250.4408,out010,1998,medium,tier 3,grocery store,500.6816
fdz10,12.857645184135976,low fat,0.044248175,snack foods,126.20200000000001,out027,1985,medium,tier 3,supermarket type3,3668.558
fdz32,7.785,regular,0.038288087,fruits and vegetables,103.1964,out018,2009,medium,tier 3,supermarket type2,736.3748
ncz18,7.825,low fat,0.186032678,household,253.0698,out035,2004,small,tier 2,supermarket type1,6088.0752
ncf07,12.857645184135976,low fat,0.031867464,household,101.0016,out027,1985,medium,tier 3,supermarket type3,2125.2336
dre49,20.75,low fat,0.021370201000000002,soft drinks,153.0024,out017,2007,medium,tier 2,supermarket type1,2277.036
fdj08,12.857645184135976,low fat,0.193772568,fruits and vegetables,190.3846,out019,1985,small,tier 1,grocery store,573.2538
fdt39,6.26,regular,0.009866049,meat,151.1366,out035,2004,small,tier 2,supermarket type1,2267.049
fde08,18.2,low fat,0.082551042,fruits and vegetables,147.3734,out010,1998,medium,tier 3,grocery store,296.9468
ncd06,13.0,low fat,0.099729888,household,46.306000000000004,out018,2009,medium,tier 3,supermarket type2,559.2719999999999
fdb57,20.25,regular,0.018801549,fruits and vegetables,222.1772,out035,2004,small,tier 2,supermarket type1,5559.43
nct54,8.695,low fat,0.11972145099999999,household,95.5094,out049,1999,medium,tier 1,supermarket type1,1237.7222
drf49,7.27,low fat,0.071222087,soft drinks,113.5518,out045,2002,medium,tier 2,supermarket type1,569.259
fdm25,12.857645184135976,regular,0.060371962,breakfast,174.0712,out027,1985,medium,tier 3,supermarket type3,3866.9664
fdf20,12.85,low fat,0.033287541000000004,fruits and vegetables,198.4768,out045,2002,medium,tier 2,supermarket type1,1379.5376
fdh27,7.075,low fat,0.05858462,dairy,142.7128,out018,2009,medium,tier 3,supermarket type2,1869.5664
fdv60,12.857645184135976,regular,0.11679292,baking goods,196.21099999999998,out027,1985,medium,tier 3,supermarket type3,5499.508000000001
fdy59,8.195,low fat,0.031452265,baking goods,94.3462,out049,1999,medium,tier 1,supermarket type1,925.462
fdk36,7.09,low fat,0.00721395,baking goods,47.9034,out035,2004,small,tier 2,supermarket type1,583.2408
ncm31,6.095,low fat,0.081196619,others,141.4154,out046,1997,small,tier 1,supermarket type1,1418.154
fde33,19.35,regular,0.049916364000000005,fruits and vegetables,80.2644,out017,2007,medium,tier 2,supermarket type1,942.7728
fdu36,6.15,low fat,0.04627095,baking goods,99.3384,out046,1997,small,tier 1,supermarket type1,2364.9216
fdv13,12.857645184135976,regular,0.02747716,canned,87.9856,out027,1985,medium,tier 3,supermarket type3,3251.7672
fdv20,12.857645184135976,regular,0.10470453699999999,fruits and vegetables,125.2678,out019,1985,small,tier 1,grocery store,254.3356
ncq54,17.7,low fat,0.012540003000000001,household,167.0474,out035,2004,small,tier 2,supermarket type1,5895.659000000001
fdo23,17.85,low fat,0.147023834,breads,93.7436,out018,2009,medium,tier 3,supermarket type2,1134.5232
dre60,9.395,low fat,0.15965759599999998,soft drinks,224.972,out045,2002,medium,tier 2,supermarket type1,7696.648
drp47,15.75,low fat,0.141398626,hard drinks,250.5382,out017,2007,medium,tier 2,supermarket type1,2775.7202
fdb21,7.475,low fat,0.148821808,fruits and vegetables,241.2854,out045,2002,medium,tier 2,supermarket type1,5317.0788
fdr04,7.075,low fat,0.0,frozen foods,98.0068,out018,2009,medium,tier 3,supermarket type2,874.8612
fdx23,6.445,low fat,0.029691762000000003,baking goods,92.6436,out046,1997,small,tier 1,supermarket type1,1039.9796
fdx19,19.1,low fat,0.09671552300000001,fruits and vegetables,235.0958,out035,2004,small,tier 2,supermarket type1,3038.0454
fdd40,20.25,regular,0.014790558999999998,dairy,193.6162,out035,2004,small,tier 2,supermarket type1,3848.324
fda01,15.0,regular,0.054378253,canned,59.1904,out046,1997,small,tier 1,supermarket type1,527.3136
fds33,6.67,regular,0.123428594,snack foods,89.1514,out046,1997,small,tier 1,supermarket type1,2390.8878
fdm50,12.857645184135976,regular,0.029943462999999997,canned,60.222,out027,1985,medium,tier 3,supermarket type3,1677.816
fdb29,16.7,regular,0.052368060999999994,frozen foods,112.7176,out013,1987,high,tier 3,supermarket type1,801.6232
fdf46,7.07,low fat,0.09386114400000001,snack foods,115.5834,out045,2002,medium,tier 2,supermarket type1,1267.0174
fda33,6.48,low fat,0.033968647000000005,snack foods,148.0076,out045,2002,medium,tier 2,supermarket type1,886.8456
fdc08,19.0,regular,0.173154079,fruits and vegetables,228.27200000000002,out010,1998,medium,tier 3,grocery store,452.744
fdb53,13.35,low fat,0.139735226,frozen foods,147.5392,out045,2002,medium,tier 2,supermarket type1,3877.6192
fdy31,12.857645184135976,low fat,0.043351895999999994,fruits and vegetables,146.6418,out027,1985,medium,tier 3,supermarket type3,4414.254
drq35,12.857645184135976,low fat,0.042086652,hard drinks,122.4388,out027,1985,medium,tier 3,supermarket type3,5448.9072
fdx36,9.695,regular,0.12848269,baking goods,223.9404,out049,1999,medium,tier 1,supermarket type1,4950.8888
drd13,15.0,low fat,0.049357077,soft drinks,62.6168,out017,2007,medium,tier 2,supermarket type1,958.752
fdc52,11.15,regular,0.008326735,dairy,149.9708,out017,2007,medium,tier 2,supermarket type1,1956.1204
fdb45,20.85,low fat,0.021362955,fruits and vegetables,103.2306,out049,1999,medium,tier 1,supermarket type1,2404.2038
nck19,9.8,low fat,0.151420934,others,194.3478,out010,1998,medium,tier 3,grocery store,387.4956
fdv51,16.35,low fat,0.032511818,meat,165.0842,out013,1987,high,tier 3,supermarket type1,994.7052
fdz35,9.6,regular,0.022323658,breads,101.29899999999999,out045,2002,medium,tier 2,supermarket type1,1754.3829999999998
ncw17,12.857645184135976,low fat,0.019292355,health and hygiene,129.9994,out027,1985,medium,tier 3,supermarket type3,3340.9844
fdv59,13.35,low fat,0.048124442999999996,breads,216.7166,out045,2002,medium,tier 2,supermarket type1,3918.8988
drh39,20.7,low fat,0.09261307,dairy,76.367,out013,1987,high,tier 3,supermarket type1,306.268
fdn60,12.857645184135976,low fat,0.094697274,baking goods,158.4604,out027,1985,medium,tier 3,supermarket type3,4278.4308
fdu55,16.2,low fat,0.035984103999999996,fruits and vegetables,260.6278,out045,2002,medium,tier 2,supermarket type1,4425.5726
fdn58,12.857645184135976,regular,0.056596985,snack foods,230.9984,out027,1985,medium,tier 3,supermarket type3,9267.936
fdc41,12.857645184135976,low fat,0.2047,frozen foods,76.867,out019,1985,small,tier 1,grocery store,229.701
fdo01,12.857645184135976,regular,0.020618324,breakfast,129.3994,out027,1985,medium,tier 3,supermarket type3,2055.9904
nco43,5.5,low fat,0.04709821,others,101.3016,out046,1997,small,tier 1,supermarket type1,3339.6528
fdq07,15.1,regular,0.087584126,fruits and vegetables,221.7456,out045,2002,medium,tier 2,supermarket type1,6410.3224
fdf28,15.7,regular,0.038078899,frozen foods,122.9046,out017,2007,medium,tier 2,supermarket type1,1992.0736
fdm01,7.895,reg,0.095102092,breakfast,104.4332,out017,2007,medium,tier 2,supermarket type1,2870.9296
fdy49,12.857645184135976,regular,0.011953901999999999,canned,164.5184,out027,1985,medium,tier 3,supermarket type3,2807.0128
fdr24,17.35,regular,0.062799379,baking goods,88.18299999999999,out013,1987,high,tier 3,supermarket type1,539.298
ncy18,7.285,low fat,0.031125708999999998,household,174.3054,out013,1987,high,tier 3,supermarket type1,4377.635
ncy30,20.25,low fat,0.026005891,household,180.9976,out045,2002,medium,tier 2,supermarket type1,2716.4640000000004
fdj22,12.857645184135976,low fat,0.09246392,snack foods,190.9504,out019,1985,small,tier 1,grocery store,383.5008
dri37,15.85,low fat,0.107765165,soft drinks,59.5904,out049,1999,medium,tier 1,supermarket type1,703.0848
fdl27,6.17,low fat,0.010647476999999999,meat,66.3826,out049,1999,medium,tier 1,supermarket type1,1937.4779999999998
nco30,19.5,low fat,0.015749341,household,182.2608,out049,1999,medium,tier 1,supermarket type1,3307.6944
ncb07,19.2,low fat,0.077628053,household,197.611,out049,1999,medium,tier 1,supermarket type1,3142.5759999999996
fdx25,16.7,low fat,0.0,canned,181.2292,out018,2009,medium,tier 3,supermarket type2,2554.0088
fdp59,20.85,regular,0.056695731,breads,104.0648,out018,2009,medium,tier 3,supermarket type2,1869.5664
fdr59,14.5,regular,0.063993068,breads,260.4594,out045,2002,medium,tier 2,supermarket type1,5494.8474
fdt27,11.395,regular,0.06952926200000001,meat,233.1616,out013,1987,high,tier 3,supermarket type1,6093.4016
dri01,7.97,low fat,0.034452949,soft drinks,174.0422,out046,1997,small,tier 1,supermarket type1,2586.633
fdu09,7.71,regular,0.06670068,snack foods,55.2956,out049,1999,medium,tier 1,supermarket type1,1255.6988
fdh26,19.25,regular,0.034699737,canned,141.7496,out046,1997,small,tier 1,supermarket type1,4093.3384
fdh27,7.075,low fat,0.058346939,dairy,142.2128,out046,1997,small,tier 1,supermarket type1,3163.8816
fdn39,12.857645184135976,regular,0.065203103,meat,166.0816,out027,1985,medium,tier 3,supermarket type3,5033.448
fdh40,11.6,regular,0.07892957099999999,frozen foods,79.9276,out046,1997,small,tier 1,supermarket type1,1137.1864
fdj56,12.857645184135976,low fat,0.18251488100000002,fruits and vegetables,98.77,out027,1985,medium,tier 3,supermarket type3,2696.49
drn47,12.1,low fat,0.016895293000000002,hard drinks,178.56599999999997,out018,2009,medium,tier 3,supermarket type2,898.83
nco17,10.0,low fat,0.073379745,health and hygiene,118.244,out046,1997,small,tier 1,supermarket type1,2756.4120000000003
fdx60,14.35,low fat,0.08075758,baking goods,81.896,out045,2002,medium,tier 2,supermarket type1,878.8560000000001
fdt22,10.395,low fat,0.11227149800000001,snack foods,58.222,out049,1999,medium,tier 1,supermarket type1,659.1419999999999
fdx26,12.857645184135976,low fat,0.153741385,dairy,182.6292,out019,1985,small,tier 1,grocery store,182.4292
fdg45,8.1,low fat,0.127929521,fruits and vegetables,211.4902,out013,1987,high,tier 3,supermarket type1,3610.6334
fdd44,8.05,regular,0.07838564,fruits and vegetables,256.4646,out035,2004,small,tier 2,supermarket type1,5153.292
fds15,9.195,regular,0.078502143,meat,108.7596,out017,2007,medium,tier 2,supermarket type1,2588.6304
fdl51,20.7,regular,0.047684831,dairy,212.5876,out018,2009,medium,tier 3,supermarket type2,1286.3256
fdl32,15.7,regular,0.12315965599999999,fruits and vegetables,110.1544,out017,2007,medium,tier 2,supermarket type1,1230.3984
fdz07,12.857645184135976,regular,0.0,fruits and vegetables,60.2194,out027,1985,medium,tier 3,supermarket type3,1733.7432
ncw53,12.857645184135976,low fat,0.053392944000000005,health and hygiene,193.8162,out019,1985,small,tier 1,grocery store,384.8324
nca54,16.5,low fat,0.036715907,household,180.0318,out045,2002,medium,tier 2,supermarket type1,3969.4996
fdx09,9.0,low fat,0.065236932,snack foods,176.437,out035,2004,small,tier 2,supermarket type1,7763.228
fdo51,6.785,regular,0.041947547,meat,41.2112,out013,1987,high,tier 3,supermarket type1,809.6128
fdw49,19.5,low fat,0.08288849599999999,canned,178.6002,out018,2009,medium,tier 3,supermarket type2,1253.7014
fdb27,7.575,low fat,0.055390120999999994,dairy,195.2768,out046,1997,small,tier 1,supermarket type1,5715.2272
fdf45,18.2,regular,0.012194556,fruits and vegetables,57.7904,out013,1987,high,tier 3,supermarket type1,1464.76
fdv02,16.75,low fat,0.060495243,dairy,169.8106,out013,1987,high,tier 3,supermarket type1,3251.1014
fdy28,7.47,regular,0.0,frozen foods,214.3218,out035,2004,small,tier 2,supermarket type1,4274.436
fdx31,12.857645184135976,regular,0.014753811,fruits and vegetables,231.7958,out027,1985,medium,tier 3,supermarket type3,5375.0034
fdr43,12.857645184135976,low fat,0.160707489,fruits and vegetables,38.019,out027,1985,medium,tier 3,supermarket type3,1318.2839999999999
fdp51,13.85,regular,0.085622362,meat,119.4124,out018,2009,medium,tier 3,supermarket type2,2251.7356
fdl52,6.635,regular,0.046350909,frozen foods,37.4506,out017,2007,medium,tier 2,supermarket type1,1176.4686
fdr44,6.11,regular,0.102920886,fruits and vegetables,130.4968,out046,1997,small,tier 1,supermarket type1,3523.4136
fdb34,15.25,low fat,0.026604781,snack foods,86.2198,out035,2004,small,tier 2,supermarket type1,610.5386
fdc50,15.85,low fat,0.0,canned,96.4094,out035,2004,small,tier 2,supermarket type1,1237.7222
fdt57,15.2,low fat,0.031860325,snack foods,235.1248,out010,1998,medium,tier 3,grocery store,474.0496
fdp22,12.857645184135976,regular,0.0,snack foods,52.6666,out027,1985,medium,tier 3,supermarket type3,717.7324
dre49,20.75,lf,0.021250002,soft drinks,150.5024,out046,1997,small,tier 1,supermarket type1,2580.6408
fdm40,10.195,low fat,0.159936948,frozen foods,143.2154,out046,1997,small,tier 1,supermarket type1,2552.6772
fdy32,7.605,low fat,0.12950314599999999,fruits and vegetables,164.021,out045,2002,medium,tier 2,supermarket type1,3914.9040000000005
fdw07,18.0,regular,0.142688846,fruits and vegetables,88.5514,out046,1997,small,tier 1,supermarket type1,796.9626
fdu02,12.857645184135976,low fat,0.179484411,dairy,228.9352,out019,1985,small,tier 1,grocery store,916.1408
ncf18,18.35,low fat,0.08916305599999999,household,191.3504,out045,2002,medium,tier 2,supermarket type1,3259.7568
fdq56,6.59,low fat,0.105761491,fruits and vegetables,84.8908,out049,1999,medium,tier 1,supermarket type1,1677.816
fdn58,13.8,reg,0.056960814000000005,snack foods,230.0984,out049,1999,medium,tier 1,supermarket type1,3707.1744
fdg35,21.2,regular,0.00704098,starchy foods,173.5738,out046,1997,small,tier 1,supermarket type1,2954.1546
fdy34,10.5,regular,0.011026593999999999,snack foods,166.4842,out018,2009,medium,tier 3,supermarket type2,2652.5472
nce19,8.97,low fat,0.093203257,household,52.7956,out045,2002,medium,tier 2,supermarket type1,1037.3164
nck31,12.857645184135976,low fat,0.026916793999999997,others,50.9666,out027,1985,medium,tier 3,supermarket type3,717.7324
ncj29,10.6,low fat,0.035264298,health and hygiene,86.1224,out045,2002,medium,tier 2,supermarket type1,426.11199999999997
fdt59,13.65,low fat,0.015908423999999997,breads,231.1668,out035,2004,small,tier 2,supermarket type1,6911.004
ncx41,19.0,low fat,0.017719277,health and hygiene,211.0244,out046,1997,small,tier 1,supermarket type1,3811.0392
fdu45,12.857645184135976,regular,0.035334201,snack foods,115.3518,out027,1985,medium,tier 3,supermarket type3,2277.036
